team,date,buildUpPlaySpeed,buildUpPlayDribbling,buildUpPlayPassing
Rangers,2011-02-22 00:00:00,51,,33
Rangers,2012-02-22 00:00:00,45,,45
Rangers,2013-09-20 00:00:00,55,,45
Rangers,2014-09-19 00:00:00,45,49.0,45
Rangers,2015-09-10 00:00:00,45,53.0,55
Rayo Vallecano,2010-02-22 00:00:00,40,,30
Rayo Vallecano,2011-02-22 00:00:00,53,,55
Rayo Vallecano,2012-02-22 00:00:00,41,,44
Rayo Vallecano,2013-09-20 00:00:00,45,,44
Rayo Vallecano,2014-09-19 00:00:00,45,52.0,44
Rayo Vallecano,2015-09-10 00:00:00,29,52.0,44
Reading,2010-02-22 00:00:00,70,,70
Reading,2011-02-22 00:00:00,49,,36
Reading,2012-02-22 00:00:00,49,,49
Reading,2013-09-20 00:00:00,49,,61
Reading,2014-09-19 00:00:00,44,26.0,72
Reading,2015-09-10 00:00:00,44,36.0,64
Real Betis Balompié,2010-02-22 00:00:00,45,,45
Real Betis Balompié,2011-02-22 00:00:00,37,,51
Real Betis Balompié,2012-02-22 00:00:00,55,,37
Real Betis Balompié,2013-09-20 00:00:00,59,,37
Real Betis Balompié,2014-09-19 00:00:00,59,49.0,37
Real Betis Balompié,2015-09-10 00:00:00,59,49.0,37
Real Madrid CF,2010-02-22 00:00:00,55,,30
Real Madrid CF,2011-02-22 00:00:00,54,,39
Real Madrid CF,2012-02-22 00:00:00,45,,35
Real Madrid CF,2013-09-20 00:00:00,50,,41
Real Madrid CF,2014-09-19 00:00:00,50,54.0,41
Real Madrid CF,2015-09-10 00:00:00,50,57.0,46
Real Sociedad,2010-02-22 00:00:00,40,,30
Real Sociedad,2011-02-22 00:00:00,54,,43
Real Sociedad,2012-02-22 00:00:00,24,,36
Real Sociedad,2013-09-20 00:00:00,28,,36
Real Sociedad,2014-09-19 00:00:00,35,52.0,36
Real Sociedad,2015-09-10 00:00:00,60,52.0,50
RC Recreativo,2010-02-22 00:00:00,50,,40
RC Recreativo,2011-02-22 00:00:00,45,,58
RC Recreativo,2012-02-22 00:00:00,41,,54
RC Recreativo,2013-09-20 00:00:00,41,,54
RC Recreativo,2014-09-19 00:00:00,41,53.0,54
RC Recreativo,2015-09-10 00:00:00,37,38.0,43
Reggio Calabria,2010-02-22 00:00:00,55,,30
Reggio Calabria,2011-02-22 00:00:00,55,,30
Reggio Calabria,2012-02-22 00:00:00,50,,50
Reggio Calabria,2013-09-20 00:00:00,52,,56
Reggio Calabria,2014-09-19 00:00:00,52,55.0,56
Stade de Reims,2011-02-22 00:00:00,35,,50
Stade de Reims,2012-02-22 00:00:00,61,,48
Stade de Reims,2013-09-20 00:00:00,61,,48
Stade de Reims,2014-09-19 00:00:00,48,58.0,48
Stade de Reims,2015-09-10 00:00:00,48,37.0,49
Stade Rennais FC,2010-02-22 00:00:00,50,,45
Stade Rennais FC,2011-02-22 00:00:00,65,,35
Stade Rennais FC,2012-02-22 00:00:00,64,,41
Stade Rennais FC,2013-09-20 00:00:00,64,,41
Stade Rennais FC,2014-09-19 00:00:00,64,62.0,41
Stade Rennais FC,2015-09-10 00:00:00,64,62.0,41
Rio Ave FC,2010-02-22 00:00:00,30,,30
Rio Ave FC,2011-02-22 00:00:00,50,,50
Rio Ave FC,2012-02-22 00:00:00,36,,38
Rio Ave FC,2013-09-20 00:00:00,36,,38
Rio Ave FC,2014-09-19 00:00:00,66,47.0,44
Rio Ave FC,2015-09-10 00:00:00,66,47.0,44
RKC Waalwijk,2010-02-22 00:00:00,30,,50
RKC Waalwijk,2012-02-22 00:00:00,47,,48
RKC Waalwijk,2013-09-20 00:00:00,47,,48
RKC Waalwijk,2014-09-19 00:00:00,57,30.0,55
Siena,2010-02-22 00:00:00,35,,30
Siena,2011-02-22 00:00:00,50,,50
Siena,2012-02-22 00:00:00,45,,50
Siena,2013-09-20 00:00:00,47,,48
Siena,2014-09-19 00:00:00,47,49.0,48
Roda JC Kerkrade,2010-02-22 00:00:00,30,,35
Roda JC Kerkrade,2011-02-22 00:00:00,65,,51
Roda JC Kerkrade,2012-02-22 00:00:00,55,,52
Roda JC Kerkrade,2013-09-20 00:00:00,42,,44
Roda JC Kerkrade,2014-09-19 00:00:00,43,46.0,44
KSV Roeselare,2010-02-22 00:00:00,65,,60
Roma,2010-02-22 00:00:00,70,,30
Roma,2011-02-22 00:00:00,64,,30
Roma,2012-02-22 00:00:00,60,,40
Roma,2013-09-20 00:00:00,53,,55
Roma,2014-09-19 00:00:00,67,48.0,38
Roma,2015-09-10 00:00:00,68,27.0,47
Ross County FC,2013-09-20 00:00:00,35,,62
Ross County FC,2014-09-19 00:00:00,34,50.0,34
Ross County FC,2015-09-10 00:00:00,45,48.0,60
Ruch Chorzów,2010-02-22 00:00:00,30,,40
Ruch Chorzów,2011-02-22 00:00:00,48,,51
Ruch Chorzów,2012-02-22 00:00:00,53,,55
Ruch Chorzów,2013-09-20 00:00:00,53,,55
Ruch Chorzów,2014-09-19 00:00:00,53,48.0,38
Ruch Chorzów,2015-09-10 00:00:00,47,48.0,38
AS Saint-Étienne,2010-02-22 00:00:00,65,,65
AS Saint-Étienne,2011-02-22 00:00:00,65,,35
AS Saint-Étienne,2012-02-22 00:00:00,49,,52
AS Saint-Étienne,2013-09-20 00:00:00,49,,52
AS Saint-Étienne,2014-09-19 00:00:00,58,55.0,52
AS Saint-Étienne,2015-09-10 00:00:00,58,55.0,52
Sampdoria,2010-02-22 00:00:00,60,,30
Sampdoria,2011-02-22 00:00:00,50,,65
Sampdoria,2012-02-22 00:00:00,35,,35
Sampdoria,2013-09-20 00:00:00,36,,38
Sampdoria,2014-09-19 00:00:00,36,56.0,38
Sampdoria,2015-09-10 00:00:00,36,56.0,38
Sassuolo,2010-02-22 00:00:00,30,,30
Sassuolo,2011-02-22 00:00:00,50,,50
Sassuolo,2012-02-22 00:00:00,50,,50
Sassuolo,2013-09-20 00:00:00,57,,60
Sassuolo,2014-09-19 00:00:00,57,71.0,60
Sassuolo,2015-09-10 00:00:00,57,65.0,60
SC Bastia,2010-02-22 00:00:00,40,,45
SC Bastia,2012-02-22 00:00:00,50,,50
SC Bastia,2013-09-20 00:00:00,50,,50
SC Bastia,2014-09-19 00:00:00,67,61.0,43
SC Bastia,2015-09-10 00:00:00,61,61.0,52
SC Heerenveen,2010-02-22 00:00:00,35,,30
SC Heerenveen,2011-02-22 00:00:00,49,,48
SC Heerenveen,2012-02-22 00:00:00,67,,53
SC Heerenveen,2013-09-20 00:00:00,47,,37
SC Heerenveen,2014-09-19 00:00:00,53,48.0,46
SC Heerenveen,2015-09-10 00:00:00,54,40.0,56
FC Schalke 04,2010-02-22 00:00:00,65,,55
FC Schalke 04,2011-02-22 00:00:00,63,,57
FC Schalke 04,2012-02-22 00:00:00,50,,36
FC Schalke 04,2013-09-20 00:00:00,60,,47
FC Schalke 04,2014-09-19 00:00:00,39,54.0,45
FC Schalke 04,2015-09-10 00:00:00,58,43.0,42
Servette FC,2010-02-22 00:00:00,30,,55
Servette FC,2012-02-22 00:00:00,48,,51
Servette FC,2013-09-20 00:00:00,48,,51
Sevilla FC,2010-02-22 00:00:00,30,,30
Sevilla FC,2011-02-22 00:00:00,68,,58
Sevilla FC,2012-02-22 00:00:00,61,,65
Sevilla FC,2013-09-20 00:00:00,65,,65
Sevilla FC,2014-09-19 00:00:00,65,53.0,65
Sevilla FC,2015-09-10 00:00:00,53,53.0,53
FC Sion,2010-02-22 00:00:00,35,,60
FC Sion,2011-02-22 00:00:00,47,,56
FC Sion,2012-02-22 00:00:00,61,,37
FC Sion,2013-09-20 00:00:00,61,,37
FC Sion,2014-09-19 00:00:00,61,57.0,37
FC Sion,2015-09-10 00:00:00,61,57.0,37
Śląsk Wrocław,2010-02-22 00:00:00,30,,45
Śląsk Wrocław,2011-02-22 00:00:00,47,,55
Śląsk Wrocław,2012-02-22 00:00:00,65,,63
Śląsk Wrocław,2013-09-20 00:00:00,65,,50
Śląsk Wrocław,2014-09-19 00:00:00,47,53.0,34
Śląsk Wrocław,2015-09-10 00:00:00,50,55.0,35
FC Sochaux-Montbéliard,2010-02-22 00:00:00,66,,70
FC Sochaux-Montbéliard,2011-02-22 00:00:00,50,,50
FC Sochaux-Montbéliard,2012-02-22 00:00:00,63,,39
FC Sochaux-Montbéliard,2013-09-20 00:00:00,63,,39
FC Sochaux-Montbéliard,2014-09-19 00:00:00,63,62.0,39
FC Sochaux-Montbéliard,2015-09-10 00:00:00,63,62.0,39
Southampton,2010-02-22 00:00:00,70,,55
Southampton,2011-02-22 00:00:00,52,,37
Southampton,2012-02-22 00:00:00,47,,52
Southampton,2013-09-20 00:00:00,47,,38
Southampton,2014-09-19 00:00:00,47,41.0,40
Southampton,2015-09-10 00:00:00,52,31.0,46
Sparta Rotterdam,2010-02-22 00:00:00,35,,40
Sporting Charleroi,2010-02-22 00:00:00,40,,50
Sporting Charleroi,2011-02-22 00:00:00,47,,36
Sporting Charleroi,2013-09-20 00:00:00,60,,53
Sporting Charleroi,2014-09-19 00:00:00,60,47.0,53
Sporting Charleroi,2015-09-10 00:00:00,60,47.0,53
Sporting CP,2010-02-22 00:00:00,30,,30
Sporting CP,2011-02-22 00:00:00,50,,35
Sporting CP,2012-02-22 00:00:00,53,,56
Sporting CP,2013-09-20 00:00:00,53,,56
Sporting CP,2014-09-19 00:00:00,55,65.0,56
Sporting CP,2015-09-10 00:00:00,57,65.0,56
Real Sporting de Gijón,2010-02-22 00:00:00,70,,55
Real Sporting de Gijón,2011-02-22 00:00:00,68,,53
Real Sporting de Gijón,2012-02-22 00:00:00,51,,43
Real Sporting de Gijón,2013-09-20 00:00:00,55,,43
Real Sporting de Gijón,2014-09-19 00:00:00,55,48.0,43
Real Sporting de Gijón,2015-09-10 00:00:00,55,48.0,50
Napoli,2010-02-22 00:00:00,70,,30
Napoli,2011-02-22 00:00:00,50,,35
Napoli,2012-02-22 00:00:00,60,,50
Napoli,2013-09-20 00:00:00,68,,52
Napoli,2014-09-19 00:00:00,72,74.0,34
Napoli,2015-09-10 00:00:00,53,70.0,37
FC St. Gallen,2010-02-22 00:00:00,35,,60
FC St. Gallen,2011-02-22 00:00:00,47,,55
FC St. Gallen,2013-09-20 00:00:00,52,,48
FC St. Gallen,2014-09-19 00:00:00,52,46.0,48
FC St. Gallen,2015-09-10 00:00:00,52,46.0,48
St. Mirren,2010-02-22 00:00:00,70,,70
St. Mirren,2011-02-22 00:00:00,48,,48
St. Mirren,2012-02-22 00:00:00,60,,75
St. Mirren,2013-09-20 00:00:00,42,,43
St. Mirren,2014-09-19 00:00:00,58,50.0,70
St. Mirren,2015-09-10 00:00:00,38,53.0,33
FC St. Pauli,2010-02-22 00:00:00,60,,60
FC St. Pauli,2011-02-22 00:00:00,60,,42
FC St. Pauli,2012-02-22 00:00:00,53,,64
FC St. Pauli,2013-09-20 00:00:00,53,,56
FC St. Pauli,2014-09-19 00:00:00,53,52.0,56
FC St. Pauli,2015-09-10 00:00:00,52,52.0,56
St. Johnstone FC,2010-02-22 00:00:00,70,,50
St. Johnstone FC,2011-02-22 00:00:00,67,,48
St. Johnstone FC,2012-02-22 00:00:00,57,,57
St. Johnstone FC,2013-09-20 00:00:00,60,,58
St. Johnstone FC,2014-09-19 00:00:00,56,48.0,57
St. Johnstone FC,2015-09-10 00:00:00,62,52.0,48
Sint-Truidense VV,2010-02-22 00:00:00,50,,50
Sint-Truidense VV,2011-02-22 00:00:00,53,,53
Sint-Truidense VV,2012-02-22 00:00:00,52,,55
Standard de Liège,2010-02-22 00:00:00,53,,40
Standard de Liège,2011-02-22 00:00:00,68,,66
Standard de Liège,2012-02-22 00:00:00,75,,70
Standard de Liège,2013-09-20 00:00:00,54,,62
Standard de Liège,2014-09-19 00:00:00,54,45.0,62
Standard de Liège,2015-09-10 00:00:00,54,45.0,62
Stoke City,2010-02-22 00:00:00,65,,70
Stoke City,2011-02-22 00:00:00,50,,80
Stoke City,2012-02-22 00:00:00,75,,75
Stoke City,2013-09-20 00:00:00,75,,73
Stoke City,2014-09-19 00:00:00,48,24.0,55
Stoke City,2015-09-10 00:00:00,48,41.0,49
Sunderland,2010-02-22 00:00:00,60,,70
Sunderland,2011-02-22 00:00:00,55,,55
Sunderland,2012-02-22 00:00:00,67,,62
Sunderland,2013-09-20 00:00:00,57,,66
Sunderland,2014-09-19 00:00:00,60,33.0,61
Sunderland,2015-09-10 00:00:00,43,43.0,51
Swansea City,2010-02-22 00:00:00,65,,70
Swansea City,2011-02-22 00:00:00,66,,34
Swansea City,2012-02-22 00:00:00,26,,24
Swansea City,2013-09-20 00:00:00,41,,39
Swansea City,2014-09-19 00:00:00,63,34.0,34
Swansea City,2015-09-10 00:00:00,45,44.0,42
CD Tenerife,2010-02-22 00:00:00,30,,30
CD Tenerife,2011-02-22 00:00:00,56,,51
CD Tenerife,2014-09-19 00:00:00,56,50.0,57
CD Tenerife,2015-09-10 00:00:00,56,50.0,57
FC Thun,2011-02-22 00:00:00,51,,39
FC Thun,2012-02-22 00:00:00,58,,35
FC Thun,2013-09-20 00:00:00,58,,35
FC Thun,2014-09-19 00:00:00,58,59.0,35
FC Thun,2015-09-10 00:00:00,58,59.0,35
Torino,2010-02-22 00:00:00,45,,35
Torino,2011-02-22 00:00:00,45,,35
Torino,2012-02-22 00:00:00,50,,50
Torino,2013-09-20 00:00:00,71,,36
Torino,2014-09-19 00:00:00,76,69.0,64
Torino,2015-09-10 00:00:00,69,69.0,36
Tottenham Hotspur,2010-02-22 00:00:00,70,,50
Tottenham Hotspur,2011-02-22 00:00:00,60,,55
Tottenham Hotspur,2012-02-22 00:00:00,44,,47
Tottenham Hotspur,2013-09-20 00:00:00,42,,46
Tottenham Hotspur,2014-09-19 00:00:00,41,35.0,38
Tottenham Hotspur,2015-09-10 00:00:00,47,46.0,40
Toulouse FC,2010-02-22 00:00:00,35,,70
Toulouse FC,2011-02-22 00:00:00,65,,50
Toulouse FC,2012-02-22 00:00:00,49,,53
Toulouse FC,2013-09-20 00:00:00,49,,53
Toulouse FC,2014-09-19 00:00:00,49,56.0,53
Toulouse FC,2015-09-10 00:00:00,49,56.0,53
ES Troyes AC,2011-02-22 00:00:00,35,,50
ES Troyes AC,2012-02-22 00:00:00,49,,51
ES Troyes AC,2013-09-20 00:00:00,49,,51
ES Troyes AC,2014-09-19 00:00:00,49,48.0,51
ES Troyes AC,2015-09-10 00:00:00,49,48.0,51
FC Twente,2010-02-22 00:00:00,30,,30
FC Twente,2011-02-22 00:00:00,55,,55
FC Twente,2012-02-22 00:00:00,25,,28
FC Twente,2013-09-20 00:00:00,35,,38
FC Twente,2014-09-19 00:00:00,38,39.0,34
FC Twente,2015-09-10 00:00:00,48,40.0,43
Udinese,2010-02-22 00:00:00,64,,35
Udinese,2011-02-22 00:00:00,70,,49
Udinese,2012-02-22 00:00:00,75,,45
Udinese,2013-09-20 00:00:00,78,,63
Udinese,2014-09-19 00:00:00,71,71.0,63
Udinese,2015-09-10 00:00:00,68,54.0,63
"União de Leiria, SAD",2010-02-22 00:00:00,50,,50
"União de Leiria, SAD",2011-02-22 00:00:00,50,,50
"União de Leiria, SAD",2012-02-22 00:00:00,36,,36
Valencia CF,2010-02-22 00:00:00,30,,30
Valencia CF,2011-02-22 00:00:00,41,,40
Valencia CF,2012-02-22 00:00:00,20,,35
Valencia CF,2013-09-20 00:00:00,20,,35
Valencia CF,2014-09-19 00:00:00,30,45.0,35
Valencia CF,2015-09-10 00:00:00,35,46.0,35
Valenciennes FC,2010-02-22 00:00:00,60,,70
Valenciennes FC,2011-02-22 00:00:00,65,,50
Valenciennes FC,2012-02-22 00:00:00,49,,50
Valenciennes FC,2013-09-20 00:00:00,49,,50
Valenciennes FC,2014-09-19 00:00:00,49,59.0,52
Valenciennes FC,2015-09-10 00:00:00,49,59.0,52
Real Valladolid,2010-02-22 00:00:00,55,,40
Real Valladolid,2011-02-22 00:00:00,54,,55
Real Valladolid,2012-02-22 00:00:00,55,,54
Real Valladolid,2013-09-20 00:00:00,55,,54
Real Valladolid,2014-09-19 00:00:00,55,44.0,54
Real Valladolid,2015-09-10 00:00:00,43,40.0,65
Hellas Verona,2012-02-22 00:00:00,50,,50
Hellas Verona,2013-09-20 00:00:00,58,,63
Hellas Verona,2014-09-19 00:00:00,63,46.0,48
Hellas Verona,2015-09-10 00:00:00,57,29.0,38
VfB Stuttgart,2010-02-22 00:00:00,70,,30
VfB Stuttgart,2011-02-22 00:00:00,64,,48
VfB Stuttgart,2012-02-22 00:00:00,50,,42
VfB Stuttgart,2013-09-20 00:00:00,59,,41
VfB Stuttgart,2014-09-19 00:00:00,54,61.0,53
VfB Stuttgart,2015-09-10 00:00:00,59,55.0,41
Villarreal CF,2010-02-22 00:00:00,64,,30
Villarreal CF,2011-02-22 00:00:00,42,,41
Villarreal CF,2012-02-22 00:00:00,20,,26
Villarreal CF,2013-09-20 00:00:00,24,,26
Villarreal CF,2014-09-19 00:00:00,35,42.0,35
Villarreal CF,2015-09-10 00:00:00,48,42.0,36
Vitesse,2010-02-22 00:00:00,35,,35
Vitesse,2011-02-22 00:00:00,33,,50
Vitesse,2012-02-22 00:00:00,37,,30
Vitesse,2013-09-20 00:00:00,37,,39
Vitesse,2014-09-19 00:00:00,53,55.0,32
Vitesse,2015-09-10 00:00:00,57,40.0,48
Vitória Guimarães,2010-02-22 00:00:00,30,,30
Vitória Guimarães,2011-02-22 00:00:00,65,,47
Vitória Guimarães,2012-02-22 00:00:00,40,,39
Vitória Guimarães,2013-09-20 00:00:00,40,,39
Vitória Guimarães,2014-09-19 00:00:00,40,52.0,39
Vitória Guimarães,2015-09-10 00:00:00,40,52.0,39
Vitória Setúbal,2010-02-22 00:00:00,30,,30
Vitória Setúbal,2011-02-22 00:00:00,50,,50
Vitória Setúbal,2012-02-22 00:00:00,56,,42
Vitória Setúbal,2013-09-20 00:00:00,56,,42
Vitória Setúbal,2014-09-19 00:00:00,56,49.0,42
Vitória Setúbal,2015-09-10 00:00:00,58,49.0,42
VVV-Venlo,2010-02-22 00:00:00,50,,50
VVV-Venlo,2011-02-22 00:00:00,50,,42
VVV-Venlo,2012-02-22 00:00:00,41,,52
VVV-Venlo,2013-09-20 00:00:00,41,,52
Waasland-Beveren,2013-09-20 00:00:00,62,,53
Waasland-Beveren,2014-09-19 00:00:00,38,45.0,39
Waasland-Beveren,2015-09-10 00:00:00,38,45.0,49
Watford,2010-02-22 00:00:00,70,,70
Watford,2011-02-22 00:00:00,64,,53
Watford,2012-02-22 00:00:00,66,,66
Watford,2013-09-20 00:00:00,67,,45
Watford,2014-09-19 00:00:00,61,43.0,56
Watford,2015-09-10 00:00:00,61,32.0,52
SV Werder Bremen,2010-02-22 00:00:00,70,,40
SV Werder Bremen,2011-02-22 00:00:00,64,,40
SV Werder Bremen,2012-02-22 00:00:00,54,,40
SV Werder Bremen,2013-09-20 00:00:00,68,,33
SV Werder Bremen,2014-09-19 00:00:00,40,55.0,47
SV Werder Bremen,2015-09-10 00:00:00,56,55.0,63
West Bromwich Albion,2010-02-22 00:00:00,65,,40
West Bromwich Albion,2011-02-22 00:00:00,60,,65
West Bromwich Albion,2012-02-22 00:00:00,48,,48
West Bromwich Albion,2013-09-20 00:00:00,55,,54
West Bromwich Albion,2014-09-19 00:00:00,55,34.0,51
West Bromwich Albion,2015-09-10 00:00:00,62,32.0,51
West Ham United,2010-02-22 00:00:00,58,,30
West Ham United,2011-02-22 00:00:00,35,,35
West Ham United,2012-02-22 00:00:00,63,,64
West Ham United,2013-09-20 00:00:00,72,,73
West Ham United,2014-09-19 00:00:00,72,39.0,73
West Ham United,2015-09-10 00:00:00,77,37.0,57
KVC Westerlo,2010-02-22 00:00:00,45,,60
KVC Westerlo,2011-02-22 00:00:00,34,,52
KVC Westerlo,2012-02-22 00:00:00,52,,50
KVC Westerlo,2015-09-10 00:00:00,52,46.0,50
Wigan Athletic,2010-02-22 00:00:00,70,,70
Wigan Athletic,2011-02-22 00:00:00,35,,50
Wigan Athletic,2012-02-22 00:00:00,38,,38
Wigan Athletic,2013-09-20 00:00:00,38,,39
Wigan Athletic,2014-09-19 00:00:00,51,36.0,51
Wigan Athletic,2015-09-10 00:00:00,51,37.0,56
Willem II,2010-02-22 00:00:00,35,,30
Willem II,2011-02-22 00:00:00,72,,57
Willem II,2013-09-20 00:00:00,48,,55
Willem II,2015-09-10 00:00:00,51,36.0,63
Wisła Kraków,2010-02-22 00:00:00,40,,35
Wisła Kraków,2011-02-22 00:00:00,67,,48
Wisła Kraków,2012-02-22 00:00:00,25,,25
Wisła Kraków,2013-09-20 00:00:00,30,,30
Wisła Kraków,2014-09-19 00:00:00,47,52.0,36
Wisła Kraków,2015-09-10 00:00:00,33,49.0,37
VfL Wolfsburg,2010-02-22 00:00:00,65,,45
VfL Wolfsburg,2011-02-22 00:00:00,65,,45
VfL Wolfsburg,2012-02-22 00:00:00,54,,59
VfL Wolfsburg,2013-09-20 00:00:00,58,,57
VfL Wolfsburg,2014-09-19 00:00:00,58,67.0,45
VfL Wolfsburg,2015-09-10 00:00:00,68,45.0,57
Wolverhampton Wanderers,2010-02-22 00:00:00,70,,70
Wolverhampton Wanderers,2011-02-22 00:00:00,55,,55
Wolverhampton Wanderers,2012-02-22 00:00:00,67,,68
Wolverhampton Wanderers,2013-09-20 00:00:00,63,,61
Wolverhampton Wanderers,2014-09-19 00:00:00,47,28.0,58
Wolverhampton Wanderers,2015-09-10 00:00:00,46,36.0,54
Neuchâtel Xamax,2010-02-22 00:00:00,60,,45
Neuchâtel Xamax,2011-02-22 00:00:00,54,,47
Neuchâtel Xamax,2012-02-22 00:00:00,49,,50
Xerez Club Deportivo,2010-02-22 00:00:00,30,,30
Xerez Club Deportivo,2011-02-22 00:00:00,40,,58
Xerez Club Deportivo,2012-02-22 00:00:00,60,,44
Xerez Club Deportivo,2013-09-20 00:00:00,60,,44
BSC Young Boys,2010-02-22 00:00:00,55,,55
BSC Young Boys,2011-02-22 00:00:00,60,,57
BSC Young Boys,2012-02-22 00:00:00,52,,69
BSC Young Boys,2013-09-20 00:00:00,52,,69
BSC Young Boys,2014-09-19 00:00:00,52,56.0,64
BSC Young Boys,2015-09-10 00:00:00,52,56.0,64
Zagłębie Lubin,2010-02-22 00:00:00,55,,60
Zagłębie Lubin,2011-02-22 00:00:00,54,,37
Zagłębie Lubin,2012-02-22 00:00:00,33,,38
Zagłębie Lubin,2013-09-20 00:00:00,33,,38
Zagłębie Lubin,2014-09-19 00:00:00,33,49.0,51
Real Zaragoza,2010-02-22 00:00:00,30,,30
Real Zaragoza,2011-02-22 00:00:00,43,,40
Real Zaragoza,2012-02-22 00:00:00,34,,23
Real Zaragoza,2013-09-20 00:00:00,38,,23
Real Zaragoza,2014-09-19 00:00:00,38,48.0,35
Real Zaragoza,2015-09-10 00:00:00,52,52.0,50
Zawisza Bydgoszcz,2014-09-19 00:00:00,54,51.0,40
Zawisza Bydgoszcz,2015-09-10 00:00:00,54,51.0,40
SV Zulte-Waregem,2010-02-22 00:00:00,65,,60
SV Zulte-Waregem,2011-02-22 00:00:00,52,,52
SV Zulte-Waregem,2012-02-22 00:00:00,54,,51
SV Zulte-Waregem,2013-09-20 00:00:00,54,,51
SV Zulte-Waregem,2014-09-19 00:00:00,54,42.0,51
SV Zulte-Waregem,2015-09-10 00:00:00,54,42.0,51
